age,attend,authoritarianism,black,born,childs,colath,colrac,colcom,colmil,colhomo,colmslm,con_govt,degree,egalit_scale,evangelical,grass,happy,hispanic_2,homosex,income06,marital,mode,news,owngun,partyid_3,polviews,pornlaw2,pray,pres08,reborn_r,relig,science_quiz,sex,sibs,social_connect,social_cons3,south,spend3,teensex,tolerance,tvhours,vetyears,wordsum,zodiac
56,Sev times/yr,0,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,22,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,ONCE A WEEK,NO,Dem,SlghtLib,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,8,Female,5,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,8,2,NONE,7,VIRGO
43,Nrly evry wk,1,No,YES,3,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,HS,28,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,6,Female,1,5,Mod,Nonsouth,Liberal,ALWAYS WRONG,8,2,NONE,6,ARIES
23,Once/mo,5,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,<HS,28,Low,NOT LEGAL,NOT TOO HAPPY,Yes,SOMETIMES WRONG,10,Never married,IN-PERSON,ONCE A WEEK,NO,Ind,Moderate,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,4,Female,6,3,Conserv,Nonsouth,Mod,ALWAYS WRONG,11,5,NONE,3,CANCER
32,Never,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Graduate deg,22,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Separated,IN-PERSON,EVERYDAY,NO,Dem,SlghtLib,Illegal to all,ONCE A WEEK,Obama,No,NONE,5,Female,1,4,Mod,Nonsouth,Liberal,ALMST ALWAYS WRG,13,2,NONE,9,VIRGO
44,Once/yr,2,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Graduate deg,31,Mod,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,24,Married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,LT ONCE A WEEK,Obama,No,NONE,8,Male,2,7,Mod,Nonsouth,Liberal,SOMETIMES WRONG,10,2,NONE,8,CANCER
30,Never,4,No,NO,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,Graduate deg,28,Low,NOT LEGAL,VERY HAPPY,No,SOMETIMES WRONG,18,Married,OVER THE PHONE,NEVER,NO,Dem,Moderate,Not illegal to all,NEVER,Obama,No,PROTESTANT,8,Female,2,7,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,13,2,NONE,5,ARIES
51,Sev times/yr,3,No,NO,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,35,Mod,NOT LEGAL,NOT TOO HAPPY,Yes,NOT WRONG AT ALL,17,Married,IN-PERSON,NEVER,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,Yes,CATHOLIC,5,Female,10,3,Conserv,Nonsouth,Liberal,ALWAYS WRONG,5,3,NONE,4,VIRGO
28,Never,1,Yes,NO,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,30,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Liberal,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,NONE,6,Female,5,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,4,NONE,5,AQUARIUS
84,Every wk,3,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,HS,14,Mod,NOT LEGAL,VERY HAPPY,No,SOMETIMES WRONG,21,Widowed,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Illegal to all,SEVERAL TIMES A DAY,McCain,No,CATHOLIC,5,Male,4,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,9,3,2 TO 4 YEARS,7,LEO
54,Every wk,1,Yes,NO,3,ALLOWED,ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Graduate deg,25,High,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,23,Married,IN-PERSON,ONCE A WEEK,NO,Dem,Liberal,Illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,6,Female,1,0,Mod,Nonsouth,Mod,ALWAYS WRONG,9,1,NONE,4,LEO
34,Once/yr,2,Yes,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,Bachelor deg,21,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Moderate,Not illegal to all,ONCE A DAY,Obama,No,NONE,6,Female,5,4,Liberal,Nonsouth,Liberal,ALWAYS WRONG,13,4,NONE,7,VIRGO
33,Never,3,No,NO,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Graduate deg,35,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,14,Married,IN-PERSON,NEVER,NO,Ind,ExtrmLib,Not illegal to all,NEVER,Obama,No,NONE,7,Female,0,4,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,14,0,NONE,6,ARIES
48,Every wk,2,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,25,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,13,Separated,OVER THE PHONE,EVERYDAY,NO,Dem,Liberal,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,6,Female,3,3,Mod,Nonsouth,Liberal,ALWAYS WRONG,9,1,NONE,5,ARIES
52,Never,4,Yes,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,<HS,18,High,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,15,Divorced,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,Yes,CATHOLIC,6,Female,5,6,Mod,Nonsouth,Conserv,ALWAYS WRONG,11,10,NONE,5,LIBRA
49,Nrly evry wk,6,Yes,NO,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,35,High,NOT LEGAL,NOT TOO HAPPY,Yes,NOT WRONG AT ALL,14,Married,IN-PERSON,NEVER,NO,Dem,Liberal,Not illegal to all,ONCE A WEEK,Obama,Yes,CATHOLIC,5,Female,4,2,Mod,Nonsouth,Liberal,ALWAYS WRONG,5,2,NONE,4,VIRGO
54,Sev times/yr,1,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,18,Low,NOT LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,JEWISH,9,Male,2,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,9,2,NONE,8,TAURUS
19,Once/mo,2,No,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,HS,23,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,8,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Moderate,Not illegal to all,ONCE A DAY,Obama,No,OTHER EASTERN,7,Female,2,8,Liberal,Nonsouth,Conserv,NOT WRONG AT ALL,14,2,NONE,6,SCORPIO
23,Sev times/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,24,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,23,Never married,IN-PERSON,NEVER,NO,Dem,Liberal,Not illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,8,Female,0,5,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,9,2,NONE,4,VIRGO
51,>Once/wk,5,No,NO,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,12,Low,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,25,Divorced,IN-PERSON,ONCE A WEEK,NO,Dem,Conserv,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,MOSLEM/ISLAM,1,Male,3,3,Mod,Nonsouth,Conserv,ALWAYS WRONG,8,2,LESS THAN 2 YRS,1,TAURUS
75,Sev times/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,28,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,24,Never married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,LT ONCE A WEEK,Obama,No,PROTESTANT,8,Female,2,6,Liberal,Nonsouth,Conserv,ALWAYS WRONG,14,4,NONE,10,LIBRA
52,<Once/yr,0,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,Graduate deg,22,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Divorced,OVER THE PHONE,NEVER,NO,Ind,Conserv,Illegal to all,ONCE A DAY,Obama,No,CATHOLIC,3,Female,1,6,Conserv,Nonsouth,Conserv,NOT WRONG AT ALL,10,2,LESS THAN 2 YRS,6,SAGITTARIUS
27,Once/yr,3,No,NO,1,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,35,Mod,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,6,Married,IN-PERSON,NEVER,NO,Rep,SlghtLib,Illegal to all,ONCE A DAY,Obama,No,CATHOLIC,6,Male,6,4,Conserv,Nonsouth,Mod,ALWAYS WRONG,5,2,NONE,3,CANCER
24,Never,2,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,29,Low,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,19,Never married,OVER THE PHONE,ONCE A WEEK,NO,Dem,ExtrmLib,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,NONE,8,Male,0,8,Liberal,Nonsouth,Liberal,ALWAYS WRONG,11,5,NONE,5,CANCER
26,<Once/yr,3,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Graduate deg,22,Low,NOT LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,16,Never married,OVER THE PHONE,FEW TIMES A WEEK,NO,Rep,SlghtCons,Not illegal to all,ONCE A DAY,McCain,No,CATHOLIC,5,Male,0,6,Mod,Nonsouth,Liberal,NOT WRONG AT ALL,12,2,NONE,8,LIBRA
47,Never,0,No,NO,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,26,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,NEVER,Obama,No,JEWISH,9,Female,2,6,Liberal,Nonsouth,Mod,ALWAYS WRONG,14,1,NONE,8,AQUARIUS
55,>Once/wk,4,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,17,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,12,Divorced,IN-PERSON,LESS THAN ONCE WK,NO,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,7,Female,6,8,Conserv,Nonsouth,Conserv,ALWAYS WRONG,8,2,NONE,5,LEO
55,Never,2,Yes,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Graduate deg,23,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,16,Divorced,OVER THE PHONE,FEW TIMES A WEEK,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,5,Female,2,6,Liberal,Nonsouth,Mod,ALWAYS WRONG,11,4,NONE,8,SAGITTARIUS
43,Once/yr,3,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,22,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Never married,OVER THE PHONE,EVERYDAY,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,Yes,CATHOLIC,6,Male,4,8,Liberal,Nonsouth,Liberal,ALWAYS WRONG,11,2,NONE,7,LEO
32,Once/yr,2,No,NO,0,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,19,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Married,OVER THE PHONE,LESS THAN ONCE WK,NO,Dem,Moderate,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,6,Female,1,6,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,11,2,NONE,7,ARIES
63,Never,1,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,Graduate deg,29,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,8,Male,1,6,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,6,3,NONE,8,TAURUS
50,Never,3,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,16,Low,LEGAL,PRETTY HAPPY,No,SOMETIMES WRONG,10,Never married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,6,Female,5,7,Liberal,Nonsouth,Mod,ALMST ALWAYS WRG,10,4,NONE,6,SCORPIO
60,2-3 times /mo,2,No,YES,3,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,1,Mod,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,20,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Ind,SlghtCons,Not illegal to all,ONCE A WEEK,McCain,No,PROTESTANT,6,Male,1,6,Mod,Nonsouth,Conserv,ALWAYS WRONG,7,3,NONE,6,CANCER
33,Once/yr,2,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Junior Coll,25,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,14,Married,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,CATHOLIC,5,Female,0,4,Liberal,Nonsouth,Mod,SOMETIMES WRONG,11,3,NONE,7,PISCES
40,Never,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Graduate deg,5,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,24,Married,IN-PERSON,LESS THAN ONCE WK,NO,Rep,Conserv,Not illegal to all,LT ONCE A WEEK,McCain,No,NONE,6,Female,1,4,Mod,Nonsouth,Conserv,SOMETIMES WRONG,12,1,NONE,8,TAURUS
68,<Once/yr,5,No,NO,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,18,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,15,Married,IN-PERSON,NEVER,YES,Ind,SlghtCons,Illegal to all,ONCE A DAY,Obama,No,CATHOLIC,6,Male,3,6,Conserv,Nonsouth,Mod,ALWAYS WRONG,7,3,NONE,5,ARIES
69,Once/mo,1,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,Junior Coll,15,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Widowed,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,McCain,No,CATHOLIC,6,Female,5,4,Liberal,Nonsouth,Liberal,ALWAYS WRONG,7,3,NONE,9,SCORPIO
71,Every wk,1,No,YES,3,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Graduate deg,1,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,YES,Rep,Moderate,Not illegal to all,SEVERAL TIMES A DAY,McCain,No,ORTHODOX-CHRISTIAN,8,Male,0,2,Liberal,Nonsouth,Mod,ALWAYS WRONG,11,1,NONE,9,LEO
23,2-3 times /mo,4,No,YES,0,NOT ALLOWED,ALLOWED,FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,7,High,LEGAL,VERY HAPPY,Yes,ALWAYS WRONG,18,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CHRISTIAN,4,Male,5,6,Liberal,Nonsouth,Mod,ALWAYS WRONG,13,2,LESS THAN 2 YRS,5,ARIES
28,Once/yr,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,8,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Never married,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Not illegal to all,NEVER,Obama,No,NONE,8,Male,1,10,Liberal,Nonsouth,Mod,ALWAYS WRONG,14,1,NONE,8,GEMINI
49,Never,0,Yes,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,HS,18,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,20,Divorced,IN-PERSON,NEVER,NO,Ind,SlghtCons,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,8,Male,5,3,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,12,4,NONE,7,GEMINI
66,Once/mo,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,Graduate deg,14,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,17,Separated,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,McCain,No,CATHOLIC,8,Female,2,4,Liberal,Nonsouth,Liberal,ALWAYS WRONG,13,4,NONE,10,SCORPIO
36,Every wk,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,29,High,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,20,Married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Liberal,Illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,7,Female,2,3,Conserv,Nonsouth,Conserv,ALWAYS WRONG,14,2,NONE,7,TAURUS
53,Never,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,28,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,NEVER,Obama,No,CATHOLIC,7,Male,2,6,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,1,NONE,8,AQUARIUS
40,Sev times/yr,4,No,NO,5,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,<HS,35,Mod,NOT LEGAL,NOT TOO HAPPY,Yes,NOT WRONG AT ALL,14,Married,IN-PERSON,NEVER,NO,Ind,SlghtLib,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,4,Female,13,2,Conserv,Nonsouth,Conserv,ALWAYS WRONG,12,3,NONE,3,CANCER
34,Every wk,4,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,HS,33,High,LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,18,Never married,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CHRISTIAN,6,Female,1,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,12,1,NONE,4,GEMINI
58,Never,6,No,NO,3,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,<HS,18,Low,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,15,Married,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,CATHOLIC,0,Male,6,1,Liberal,Nonsouth,Conserv,ALWAYS WRONG,8,1,NONE,4,CAPRICORN
62,Never,4,No,YES,1,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,NOT ALLOWED,Not allowed,1,HS,10,Low,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,19,Married,IN-PERSON,EVERYDAY,NO,Rep,Liberal,Not illegal to all,ONCE A DAY,McCain,No,CATHOLIC,6,Male,4,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,9,3,NONE,5,SCORPIO
32,Sev times/yr,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,HS,29,Mod,LEGAL,NOT TOO HAPPY,Yes,NOT WRONG AT ALL,18,Married,OVER THE PHONE,EVERYDAY,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CATHOLIC,7,Female,2,6,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,5,PISCES
29,<Once/yr,3,Yes,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,26,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,NEVER,NO,Ind,Liberal,Not illegal to all,ONCE A WEEK,Obama,No,NONE,8,Male,0,9,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,12,2,NONE,8,VIRGO
34,Once/mo,1,Yes,YES,3,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,30,Mod,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,18,Never married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,5,Male,3,6,Mod,Nonsouth,Liberal,ALWAYS WRONG,11,2,NONE,5,LIBRA
74,>Once/wk,7,No,NO,3,ALLOWED,ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,4,<HS,30,High,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,12,Married,IN-PERSON,NEVER,NO,Dem,SlghtCons,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Male,10,4,Conserv,Nonsouth,Conserv,ALWAYS WRONG,10,3,2 TO 4 YEARS,4,GEMINI
49,Once/mo,2,No,NO,2,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,27,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,25,Married,IN-PERSON,EVERYDAY,YES,Ind,Conserv,Illegal to all,LT ONCE A WEEK,McCain,Yes,NONE,4,Female,3,2,Conserv,Nonsouth,Conserv,ALMST ALWAYS WRG,10,1,NONE,2,PISCES
60,Never,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,26,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,23,Divorced,OVER THE PHONE,EVERYDAY,NO,Dem,ExtrmLib,Not illegal to all,NEVER,Obama,No,NONE,7,Male,2,6,Liberal,Nonsouth,Mod,ALMST ALWAYS WRG,13,3,NONE,5,CAPRICORN
78,Every wk,1,Yes,YES,3,NOT ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,3,Low,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,5,Divorced,IN-PERSON,EVERYDAY,NO,Rep,ExtrmCons,Not illegal to all,SEVERAL TIMES A WEEK,McCain,No,PROTESTANT,9,Male,2,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,13,1,MORE THAN 4 YRS,6,LEO
73,Sev times/yr,0,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Bachelor deg,18,Low,NOT LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,9,Divorced,IN-PERSON,FEW TIMES A WEEK,YES,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,PROTESTANT,6,Male,1,6,Mod,Nonsouth,Mod,SOMETIMES WRONG,11,3,2 TO 4 YEARS,9,TAURUS
67,>Once/wk,4,No,NO,2,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,Junior Coll,22,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,11,Widowed,IN-PERSON,LESS THAN ONCE WK,NO,Rep,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,CHRISTIAN,2,Female,4,7,Conserv,Nonsouth,Conserv,ALWAYS WRONG,6,2,NONE,8,CANCER
82,Never,2,No,NO,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,<HS,7,Mod,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,9,Separated,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Conserv,Illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,2,Female,8,2,Conserv,Nonsouth,Conserv,ALWAYS WRONG,4,4,NONE,4,LIBRA
61,Nrly evry wk,4,No,NO,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,35,High,NOT LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,23,Married,OVER THE PHONE,NEVER,YES,Dem,Conserv,Illegal to all,ONCE A DAY,Obama,Yes,CATHOLIC,6,Female,12,0,Mod,Nonsouth,Liberal,ALWAYS WRONG,7,2,NONE,2,TAURUS
22,Never,2,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,<HS,28,Low,LEGAL,NOT TOO HAPPY,Yes,ALWAYS WRONG,11,Never married,IN-PERSON,NEVER,NO,Ind,Liberal,Not illegal to all,NEVER,Obama,No,NONE,6,Male,7,0,Conserv,Nonsouth,Liberal,ALWAYS WRONG,5,4,NONE,0,CAPRICORN
